t	R	z	phi	vR	vz	vphi	E	Lz
505184	0.20835	-5.85741e-06	-2.53086	0.430702	-1.39993	0.00479962	-0.05	0.001
505384	0.143227	1.45777e-07	0.598445	-0.0198999	1.47581	0.00698191	-0.05	0.001
505584	0.223995	-4.22172e-06	-2.55454	-0.487	-1.37791	0.00446438	-0.05	0.001
505784	0.650615	6.45727e-07	0.584323	-1.10057	0.731535	0.00153701	-0.05	0.001
505803	9.98666	-5.96609e-06	-2.55777	0.310313	-0.0567795	0.000100134	-0.05	0.001
505984	0.431481	6.91928e-06	0.583033	0.92789	1.0517	0.0023176	-0.05	0.001
506184	0.200075	-8.08018e-06	-2.56272	0.268562	-1.44152	0.00499813	-0.05	0.001
506384	0.195367	2.2347e-06	0.569558	-0.239288	1.44759	0.00511857	-0.05	0.001
506584	0.406795	-1.89724e-06	-2.57653	-0.890182	-1.09446	0.00245824	-0.05	0.001
506773	6.97569	5.78903e-06	0.564195	-0.422028	0.0801128	0.000143355	-0.05	0.001
506784	0.722291	-1.46517e-06	-2.57785	1.11153	-0.661835	0.00138448	-0.05	0.001
506983	0.231727	1.5071e-06	0.561249	0.527369	1.36117	0.00431542	-0.05	0.001
507183	0.138089	-5.86381e-06	-2.59175	0.0596395	-1.47546	0.0072417	-0.05	0.001
507383	0.185004	1.46907e-06	0.535407	-0.357962	1.42488	0.0054053	-0.05	0.001
507583	0.449452	-6.60633e-06	-2.61056	-0.984559	-0.990167	0.00222493	-0.05	0.001
507746	14.3041	7.14901e-06	0.530285	-0.195022	0.0391249	6.991e-05	-0.05	0.001
507783	0.58203	-2.34628e-06	-2.61186	1.09248	-0.789443	0.00171813	-0.05	0.001
507983	0.202212	4.27793e-06	0.526448	0.487951	1.38231	0.00494532	-0.05	0.001
508183	0.112245	-6.35409e-06	-2.63136	0.0860676	-1.47742	0.00890911	-0.05	0.001
508383	0.135854	3.04544e-06	0.485738	-0.238576	1.45758	0.00736086	-0.05	0.001
508583	0.300158	-7.25035e-06	-2.6647	-0.756061	-1.22899	0.00333158	-0.05	0.001
508781	1.84444	3.22428e-06	0.475477	-0.899416	0.269411	0.000542171	-0.05	0.001
508784	1.44639	-1.22623e-06	-2.66646	0.986458	-0.336533	0.000691376	-0.05	0.001
508982	0.279948	2.77197e-06	0.473526	0.720511	1.2563	0.00357209	-0.05	0.001
509182	0.125233	-8.74566e-06	-2.67839	0.232001	-1.46005	0.0079851	-0.05	0.001
509382	0.0990421	3.13361e-06	0.432999	-0.0621612	1.48003	0.0100967	-0.05	0.001
509583	0.172893	-3.65399e-06	-2.73025	-0.413738	-1.41191	0.00578392	-0.05	0.001
509782	0.454848	8.03817e-06	0.406681	-1.01343	0.957874	0.00219854	-0.05	0.001
509934	16.3089	-2.94885e-06	-2.73565	-0.146011	-0.0337788	6.13164e-05	-0.05	0.001
509982	0.553182	5.25493e-06	0.405358	1.09221	0.80828	0.00180772	-0.05	0.001
510182	0.187499	-4.01615e-06	-2.73993	0.505667	-1.37891	0.00533337	-0.05	0.001
510382	0.0847839	1.47883e-06	0.378417	0.157498	1.47427	0.0117947	-0.05	0.001
510582	0.067429	-7.33934e-06	-2.82926	-0.0440548	-1.48333	0.0148304	-0.05	0.001
510782	0.118293	5.53437e-06	0.265242	-0.287973	1.45091	0.00845358	-0.05	0.001
510982	0.291197	-6.31275e-06	-2.88685	-0.772107	-1.22181	0.0034341	-0.05	0.001
511180	1.8025	8.71911e-07	0.253268	-0.909389	0.270437	0.000554786	-0.05	0.001
511183	1.46399	-5.95522e-06	-2.88867	0.984293	-0.327069	0.000683065	-0.05	0.001
511382	0.273808	5.67253e-06	0.251272	0.74282	1.24506	0.0036522	-0.05	0.001
511582	0.108575	-3.55582e-06	-2.90252	0.284541	-1.45273	0.00921019	-0.05	0.001
511782	0.0544296	3.98159e-06	0.175379	0.0698329	1.48312	0.0183724	-0.05	0.001
511982	0.0556762	-4.07341e-06	-3.09154	-0.0779917	-1.48265	0.017961	-0.05	0.001
512182	0.113518	4.44738e-06	-0.00944606	-0.300484	1.44895	0.00880917	-0.05	0.001
512382	0.288334	-5.43636e-06	3.12109	-0.775266	-1.2207	0.0034682	-0.05	0.001
512580	1.7791	3.00475e-06	-0.0219985	-0.914622	0.272469	0.000562083	-0.05	0.001
512583	1.47823	-4.72864e-06	3.11925	0.981442	-0.322729	0.000676484	-0.05	0.001
512782	0.272822	2.43661e-06	-0.023999	0.749439	1.24138	0.0036654	-0.05	0.001
512981	0.104721	-3.98362e-06	3.1049	0.297922	-1.45047	0.00954914	-0.05	0.001
513182	0.0437322	1.3837e-06	-0.118958	0.101921	1.48174	0.0228664	-0.05	0.001
513382	0.028333	-4.79617e-06	2.71141	-0.00256715	-1.48557	0.0352946	-0.05	0.001
513582	0.0455931	4.91398e-06	-0.728271	-0.108973	1.48117	0.0219332	-0.05	0.001
513782	0.110132	-1.3673e-06	2.33838	-0.314082	-1.44645	0.00908005	-0.05	0.001
513982	0.288195	6.32857e-06	-0.814614	-0.783232	1.21564	0.00346987	-0.05	0.001
514180	1.81728	-4.38929e-06	2.32549	-0.907057	-0.265988	0.000550274	-0.05	0.001
514183	1.44697	3.7058e-08	-0.816455	0.989303	0.327543	0.0006911	-0.05	0.001
514381	0.269094	-2.18659e-06	2.32345	0.751787	-1.24105	0.00371618	-0.05	0.001
514581	0.0991474	1.64183e-06	-0.831747	0.311514	1.4482	0.010086	-0.05	0.001
514781	0.0305096	-5.88178e-06	2.18508	0.138917	-1.47905	0.0327766	-0.05	0.001
514981	0.0142046	1.54014e-06	-3.03176	-0.0951858	1.48158	0.0703996	-0.05	0.001
515182	0.0632997	-6.99395e-06	-0.32455	-0.216421	-1.46839	0.0157979	-0.05	0.001
515382	0.176898	4.34242e-06	2.78398	-0.523299	1.37434	0.00565299	-0.05	0.001
515581	0.536569	-3.41672e-06	-0.361633	-1.09408	-0.81617	0.00186369	-0.05	0.001
515638	17.351	6.11224e-06	2.77935	0.118918	0.031336	5.76334e-05	-0.05	0.001
515781	0.456765	-3.44061e-06	-0.362973	1.0314	-0.937497	0.00218931	-0.05	0.001
515981	0.163898	6.41432e-06	2.7737	0.451899	1.40174	0.00610136	-0.05	0.001
516181	0.0716639	-3.58469e-06	-0.399534	0.147836	-1.47631	0.013954	-0.05	0.001
516381	0.0516199	5.24389e-06	2.63961	-0.0166389	1.48481	0.0193724	-0.05	0.001
516581	0.0842671	-3.85504e-06	-0.588923	-0.197103	-1.46954	0.011867	-0.05	0.001
516781	0.2017	3.3921e-06	2.53101	-0.559257	1.35514	0.00495786	-0.05	0.001
516981	0.644883	-4.2878e-06	-0.613691	-1.12123	-0.703635	0.00155067	-0.05	0.001
516998	9.43852	1.17703e-06	2.5274	0.328159	0.0576429	0.000105949	-0.05	0.001
517181	0.410973	-1.33589e-06	-0.615043	0.953935	-1.03749	0.00243325	-0.05	0.001
517381	0.16674	9.48152e-07	2.52127	0.357684	1.42821	0.00599738	-0.05	0.001
517581	0.111675	-5.91492e-06	-0.640255	-0.00369789	-1.47998	0.00895454	-0.05	0.001
517781	0.169586	7.5126e-06	2.48175	-0.36842	1.42499	0.0058967	-0.05	0.001
517981	0.422458	-4.95289e-06	-0.664902	-0.968899	-1.01825	0.0023671	-0.05	0.001
518158	11.0374	3.77007e-06	2.47587	-0.279622	0.0495828	9.06011e-05	-0.05	0.001
518181	0.617906	-6.26849e-06	-0.666242	1.11478	-0.732948	0.00161837	-0.05	0.001
518380	0.198443	2.689e-06	2.47211	0.542596	1.36258	0.00503923	-0.05	0.001
518580	0.0860691	-4.98932e-06	-0.691057	0.18119	-1.47143	0.0116186	-0.05	0.001
518780	0.060325	2.18262e-07	2.37775	-0.0127942	1.48438	0.0165769	-0.05	0.001
518981	0.0957872	-1.00639e-06	-0.829133	-0.219129	-1.46536	0.0104398	-0.05	0.001
519180	0.227939	2.65731e-06	2.2957	-0.622794	1.32115	0.00438715	-0.05	0.001
519380	0.832831	-1.55825e-06	-0.848288	-1.11962	-0.557694	0.00120072	-0.05	0.001
519386	4.51108	3.61377e-06	2.29289	0.56715	0.117232	0.000221677	-0.05	0.001
519580	0.363813	-5.12042e-06	-0.849724	0.871651	-1.12666	0.00274867	-0.05	0.001
519780	0.159025	7.04982e-06	2.28566	0.291676	1.44441	0.00628831	-0.05	0.001
519980	0.125905	-3.85814e-06	-0.874481	-0.0792188	-1.47616	0.00794253	-0.05	0.001
520180	0.22056	7.72555e-06	2.25392	-0.518937	1.36698	0.00453391	-0.05	0.001
520380	0.670953	-7.57201e-06	-0.890409	-1.11046	-0.701779	0.00149042	-0.05	0.001
520395	8.73734	9.34956e-06	2.2507	0.351709	0.0639331	0.000114451	-0.05	0.001
520580	0.417784	-2.74763e-06	-0.891724	0.92235	-1.06268	0.00239358	-0.05	0.001
520780	0.189765	4.93682e-06	2.24534	0.281863	1.44097	0.00526968	-0.05	0.001
520980	0.174911	-6.06971e-06	-0.907294	-0.18854	-1.45881	0.00571719	-0.05	0.001
521179	0.345177	1.34717e-06	2.22838	-0.79072	1.19165	0.00289706	-0.05	0.001
521376	2.90519	-4.68739e-06	-0.914337	-0.725732	-0.18179	0.000344212	-0.05	0.001
521380	1.05319	2.67483e-06	2.22689	1.07383	0.462245	0.000949496	-0.05	0.001
521579	0.262728	-1.26063e-06	-0.91657	0.632982	-1.30739	0.00380622	-0.05	0.001
521779	0.138155	5.2128e-07	2.21503	0.137436	1.47025	0.00723823	-0.05	0.001
521979	0.154822	-4.22166e-06	-0.943908	-0.24414	-1.45386	0.00645904	-0.05	0.001
522179	0.33485	5.05334e-06	2.19076	-0.80883	1.18312	0.00298642	-0.05	0.001
522376	2.84044	-4.83349e-06	-0.952007	-0.735132	-0.181901	0.000352058	-0.05	0.001
522380	1.05693	2.17733e-06	2.18922	1.0772	0.450911	0.00094614	-0.05	0.001
522579	0.253787	-2.90491e-06	-0.954322	0.661968	-1.29537	0.00394031	-0.05	0.001
522779	0.114868	2.57025e-06	2.17479	0.208224	1.4649	0.00870561	-0.05	0.001
522979	0.0927889	-1.67428e-06	-1.00203	-0.0647179	-1.48052	0.0107772	-0.05	0.001
523179	0.164388	4.08697e-06	2.1152	-0.398053	1.41789	0.00608315	-0.05	0.001
523379	0.427475	-4.10783e-06	-1.03157	-0.98699	-0.998352	0.00233932	-0.05	0.001
523551	12.3596	5.93427e-06	2.10922	-0.243891	0.0440294	8.09087e-05	-0.05	0.001
523579	0.595954	-5.03212e-06	-1.03292	1.11364	-0.749844	0.00167798	-0.05	0.001
523778	0.19062	3.31452e-06	2.10521	0.546405	1.36265	0.00524603	-0.05	0.001
523978	0.0737793	-5.58375e-06	-1.06262	0.210387	-1.46854	0.0135539	-0.05	0.001
524178	0.0311877	1.60375e-06	1.91387	0.0682124	1.48399	0.0320639	-0.05	0.001
524378	0.024237	-4.93628e-06	-1.75403	-0.0249425	-1.48532	0.0412592	-0.05	0.001
524579	0.0485167	4.59756e-06	1.05915	-0.13142	1.47922	0.0206114	-0.05	0.001
524779	0.122903	-4.81873e-06	-2.14536	-0.356018	-1.43516	0.00813647	-0.05	0.001
524979	0.327498	3.97804e-06	0.987261	-0.862932	1.14693	0.00305346	-0.05	0.001
525175	3.21001	-2.75747e-06	-2.15553	-0.690779	-0.1561	0.000311525	-0.05	0.001
525179	0.967034	1.21004e-06	0.985679	1.10478	0.469174	0.00103409	-0.05	0.001
525378	0.228245	-1.4511e-06	-2.15819	0.699521	-1.28211	0.00438126	-0.05	0.001
525578	0.0671345	5.37601e-06	0.959565	0.338458	1.44489	0.0148955	-0.05	0.001
525778	0.0273521	-2.95975e-06	1.16586	-0.28431	-1.45811	0.0365603	-0.05	0.001
525978	0.147975	2.58619e-06	-2.06766	-0.5107	1.38403	0.00675789	-0.05	0.001
526178	0.454426	-4.57289e-06	1.06842	-1.05543	-0.911613	0.00220058	-0.05	0.001
526313	18.2254	4.71248e-06	-2.07391	-0.0936298	0.0291033	5.48686e-05	-0.05	0.001
526378	0.517228	-6.98386e-06	1.06705	1.10243	-0.816914	0.00193338	-0.05	0.001
526578	0.159771	3.15719e-06	-2.07915	0.562007	1.36205	0.00625895	-0.05	0.001
526778	0.0252735	-1.15156e-07	0.970661	0.32537	-1.44948	0.0395671	-0.05	0.001
526978	0.0849989	9.17888e-06	1.14592	-0.4052	1.42619	0.0117649	-0.05	0.001
527178	0.282604	-3.78936e-06	-2.01075	-0.829462	-1.18636	0.00353852	-0.05	0.001
527376	1.98632	1.89173e-06	1.12932	-0.875598	0.237286	0.000503443	-0.05	0.001
527379	1.32132	-2.25434e-06	-2.01262	1.02348	-0.34415	0.000756821	-0.05	0.001
527577	0.248176	5.63267e-06	1.12707	0.77714	1.23129	0.00402939	-0.05	0.001
527777	0.0634111	-3.91616e-06	-2.03762	0.407541	-1.4272	0.0157701	-0.05	0.001
527977	0.0574426	5.99985e-08	-1.93483	-0.39976	1.42976	0.0174087	-0.05	0.001
528177	0.235771	-2.66274e-06	1.17987	-0.751514	-1.2504	0.00424141	-0.05	0.001
528376	1.13757	5.57361e-06	-1.96381	-1.06869	0.395958	0.000879071	-0.05	0.001
528379	2.4302	-3.5789e-06	1.17741	0.797528	-0.197926	0.000411489	-0.05	0.001
528577	0.299545	1.35188e-06	-1.96555	0.849936	1.16625	0.0033384	-0.05	0.001
528777	0.0965677	-3.77393e-06	1.16353	0.398663	-1.42693	0.0103554	-0.05	0.001
528977	0.00690682	2.47876e-06	1.7604	-0.240936	1.45956	0.144784	-0.05	0.001
529177	0.1142	-4.26205e-07	-1.87502	-0.436366	-1.41389	0.00875655	-0.05	0.001
529377	0.346837	6.48435e-06	1.25744	-0.930673	1.08522	0.0028832	-0.05	0.001
529570	4.88255	-4.97017e-06	-1.88524	-0.541069	-0.102815	0.000204811	-0.05	0.001
529577	0.783814	2.84453e-06	1.25592	1.14251	0.553999	0.00127581	-0.05	0.001
529776	0.196995	-5.17858e-06	-1.88859	0.693967	-1.29239	0.00507626	-0.05	0.001
529976	0.0283555	2.61559e-06	1.18742	0.416876	1.42588	0.0352665	-0.05	0.001
530176	0.112441	-4.69098e-06	1.30408	-0.525288	-1.38354	0.00889355	-0.05	0.001
530376	0.384609	6.5417e-06	-1.84594	-1.01354	0.991638	0.00260004	-0.05	0.001
530558	9.70432	-3.25083e-08	1.29473	-0.320261	-0.0520643	0.000103047	-0.05	0.001
530576	0.61309	4.58707e-06	-1.8474	1.15293	0.674996	0.00163108	-0.05	0.001
530776	0.161426	-5.92187e-06	1.29009	0.674033	-1.30994	0.00619479	-0.05	0.001
530976	0.0121612	3.43842e-06	1.47785	-0.483834	1.40297	0.0822284	-0.05	0.001
531176	0.197564	-4.25988e-06	-1.81604	-0.742314	-1.26511	0.00506166	-0.05	0.001
531375	0.86011	7.89685e-06	1.32275	-1.1367	0.496476	0.00116264	-0.05	0.001
531380	3.87176	-7.41638e-06	-1.81926	0.623275	-0.125029	0.00025828	-0.05	0.001
531575	0.322852	6.60053e-06	1.32113	0.926573	1.0979	0.0030974	-0.05	0.001
531775	0.0908025	-2.40037e-06	-1.8328	0.479752	-1.40233	0.0110129	-0.05	0.001
531975	0.0432364	2.39067e-06	-1.73786	-0.418353	1.42512	0.0231287	-0.05	0.001
532175	0.220298	-5.04375e-06	1.36543	-0.736631	-1.26312	0.00453931	-0.05	0.001
532374	0.989789	3.53231e-06	-1.77852	-1.10489	0.447138	0.00101032	-0.05	0.001
532378	3.02	-1.81048e-06	1.36269	0.714593	-0.161094	0.000331126	-0.05	0.001
532575	0.313503	4.40052e-06	-1.78018	0.879961	1.13893	0.00318976	-0.05	0.001
532775	0.100068	-5.30428e-06	1.34989	0.417937	-1.42104	0.00999325	-0.05	0.001
532975	0.00850703	2.84724e-06	1.80526	-0.27445	1.45607	0.11755	-0.05	0.001
533175	0.123355	-4.17146e-06	-1.69974	-0.467433	-1.40277	0.00810671	-0.05	0.001
533375	0.378682	3.30564e-06	1.43407	-0.979494	1.02788	0.00264074	-0.05	0.001
533561	7.95687	-4.0095e-06	-1.70847	-0.381745	-0.0644195	0.000125678	-0.05	0.001
533575	0.658303	4.34638e-07	1.43263	1.14794	0.648662	0.00151906	-0.05	0.001
533774	0.178192	-1.93908e-06	-1.7125	0.657304	-1.31527	0.00561194	-0.05	0.001
533974	0.0164554	4.52511e-06	1.30352	0.412325	1.42663	0.0607704	-0.05	0.001
534174	0.12954	-2.08632e-06	1.47807	-0.559883	-1.36765	0.00771965	-0.05	0.001
534374	0.439822	1.35449e-06	-1.67002	-1.0683	0.904324	0.00227365	-0.05	0.001
534515	17.6736	-2.73202e-06	1.4708	-0.110346	-0.0291786	5.65817e-05	-0.05	0.001
534574	0.514204	5.27331e-06	-1.67143	1.12045	0.793938	0.00194475	-0.05	0.001
534774	0.145363	-4.23404e-06	1.46504	0.614202	-1.34173	0.00687931	-0.05	0.001
534974	0.0134074	3.09649e-06	1.65523	-0.443087	1.41677	0.0745854	-0.05	0.001
535174	0.184988	-5.99064e-06	-1.63452	-0.691763	-1.2961	0.00540576	-0.05	0.001
535373	0.725288	1.98323e-06	1.50384	-1.15071	0.588526	0.00137876	-0.05	0.001
535382	5.89812	-5.91505e-06	-1.63822	0.477751	-0.0851329	0.000169546	-0.05	0.001
535573	0.355915	2.32868e-06	1.50234	0.957327	1.05809	0.00280966	-0.05	0.001
535773	0.111482	-4.3418e-06	-1.64839	0.467986	-1.40407	0.00897008	-0.05	0.001
535973	0.00982979	4.95878e-06	-1.30105	-0.320995	1.44771	0.101732	-0.05	0.001
536173	0.139389	-6.90185e-06	1.56611	-0.526411	-1.37946	0.00717415	-0.05	0.001
536373	0.443583	1.15148e-06	-1.58146	-1.05599	0.916698	0.00225437	-0.05	0.001
536516	17.4177	-1.61287e-06	1.55937	-0.117381	-0.0300895	5.74127e-05	-0.05	0.001
536573	0.522646	3.62921e-06	-1.58284	1.11336	0.798536	0.00191334	-0.05	0.001
536773	0.155057	-4.70725e-06	1.55402	0.587957	-1.35186	0.00644922	-0.05	0.001
536973	0.00965874	4.1245e-06	-1.83681	0.366723	1.43668	0.103533	-0.05	0.001
537173	0.127344	-2.54605e-06	-1.53028	-0.531205	-1.37934	0.00785277	-0.05	0.001
537372	0.419132	5.00528e-06	1.60443	-1.04265	0.944256	0.00238588	-0.05	0.001
537535	14.4312	-3.3184e-06	-1.53798	-0.192513	-0.0357574	6.92943e-05	-0.05	0.001
537573	0.550852	2.18013e-06	1.60302	1.13287	0.751813	0.00181537	-0.05	0.001
537772	0.15474	-3.35011e-06	-1.54315	0.626818	-1.33434	0.00646243	-0.05	0.001
537972	0.00528047	2.47644e-06	-1.07581	-0.397278	1.41974	0.189377	-0.05	0.001
538172	0.169007	-2.61426e-06	1.64165	-0.654965	-1.31819	0.00591692	-0.05	0.001
538372	0.62206	1.39558e-06	-1.50381	-1.14773	0.677041	0.00160756	-0.05	0.001
538389	9.47474	-2.06195e-06	1.63726	0.327555	-0.0540303	0.000105544	-0.05	0.001
538572	0.387892	4.13927e-08	-1.50525	1.00119	1.00262	0.00257804	-0.05	0.001
538772	0.121429	-3.50503e-06	1.62861	0.494449	-1.39373	0.00823525	-0.05	0.001
538972	0.00545729	9.24145e-06	2.22513	-0.292137	1.44583	0.183241	-0.05	0.001
539172	0.135202	-4.63367e-06	-1.444	-0.523187	-1.3813	0.00739634	-0.05	0.001
539371	0.432239	2.67998e-06	1.6913	-1.04766	0.932056	0.00231353	-0.05	0.001
539525	15.9877	-6.50305e-07	-1.45109	-0.154431	-0.0326259	6.25482e-05	-0.05	0.001
539572	0.536951	5.58435e-06	1.6899	1.1221	0.776944	0.00186237	-0.05	0.001
539771	0.156224	-4.11066e-06	-1.4563	0.602899	-1.34506	0.00640105	-0.05	0.001
539971	0.00615757	6.55523e-06	1.29167	0.365476	1.43157	0.162402	-0.05	0.001
540171	0.139437	-3.01026e-07	1.7372	-0.568888	-1.36248	0.00717168	-0.05	0.001
540371	0.46884	1.52616e-06	-1.41012	-1.08687	0.865796	0.00213293	-0.05	0.001
540480	19.7429	-4.75424e-06	1.73077	-0.0226034	-0.0263482	5.06512e-05	-0.05	0.001
540571	0.483959	3.06541e-06	-1.41151	1.0978	0.843096	0.00206629	-0.05	0.001
540771	0.142567	-1.00461e-06	1.72462	0.580366	-1.35715	0.00701423	-0.05	0.001
540971	0.00584341	2.19304e-06	2.18433	-0.369817	1.42944	0.171133	-0.05	0.001
541171	0.158398	-4.3936e-06	-1.36691	-0.6123	-1.34043	0.00631322	-0.05	0.001
541370	0.550566	7.10368e-06	1.77022	-1.12802	0.759254	0.00181631	-0.05	0.001
541409	14.6968	-5.45589e-06	-1.37197	0.185998	-0.0354028	6.80422e-05	-0.05	0.001
541570	0.423617	5.28289e-06	1.76882	1.03921	0.945812	0.00236062	-0.05	0.001
541770	0.132854	-4.35268e-06	-1.3793	0.516961	-1.38398	0.00752707	-0.05	0.001
541970	0.00457937	8.10845e-07	1.1052	0.264297	1.44632	0.218371	-0.05	0.001
542170	0.122338	-1.20767e-06	1.83198	-0.495009	-1.39341	0.00817405	-0.05	0.001
542370	0.390018	4.50947e-06	-1.31725	-1.00329	0.999559	0.00256398	-0.05	0.001
542552	9.7399	-4.57961e-06	1.82344	-0.319004	-0.0526354	0.00010267	-0.05	0.001
542570	0.617275	1.99365e-06	-1.31868	1.1468	0.682233	0.00162002	-0.05	0.001
542770	0.168446	-4.67534e-07	1.81901	0.652005	-1.31976	0.00593661	-0.05	0.001
542970	0.00553807	3.1269e-06	-1.72734	0.398287	1.4206	0.180568	-0.05	0.001
543170	0.153355	-1.9418e-06	-1.27884	-0.62218	-1.33674	0.00652081	-0.05	0.001
543369	0.543092	6.34495e-06	1.85809	-1.12992	0.761432	0.00184131	-0.05	0.001
543410	15.1439	-3.172e-06	-1.2841	0.175178	-0.0341167	6.60333e-05	-0.05	0.001
543569	0.423728	5.64946e-07	1.85668	1.0474	0.936676	0.00236001	-0.05	0.001
543769	0.128528	-1.07677e-06	-1.29166	0.534896	-1.37775	0.00778042	-0.05	0.001
543969	0.00930442	4.52548e-06	-0.976199	-0.367491	1.4362	0.107476	-0.05	0.001
544169	0.155157	-2.0159e-06	1.90665	-0.589384	-1.35122	0.00644507	-0.05	0.001
544369	0.523947	7.0262e-06	-1.23966	-1.11423	0.796502	0.00190859	-0.05	0.001
544424	17.2893	-4.92451e-06	1.90131	0.120895	-0.0303001	5.78392e-05	-0.05	0.001
544569	0.442491	2.22496e-06	-1.24105	1.0552	0.918176	0.00225994	-0.05	0.001
544768	0.138998	-4.47334e-06	1.89454	0.526083	-1.37964	0.00719434	-0.05	0.001
544968	0.00941125	3.84263e-06	-1.53486	0.320298	1.44754	0.106256	-0.05	0.001
545169	0.112394	-3.71022e-06	-1.17453	-0.470421	-1.40315	0.00889728	-0.05	0.001
545368	0.358756	5.1275e-06	1.95807	-0.961553	1.05308	0.00278741	-0.05	0.001
545559	6.15927	-7.75784e-06	-1.18455	-0.46355	-0.0816835	0.000162357	-0.05	0.001
545569	0.714027	8.9849e-06	1.95658	1.1513	0.596966	0.00140051	-0.05	0.001
545768	0.183317	-2.1398e-06	-1.18831	0.68849	-1.29819	0.00545503	-0.05	0.001
545968	0.0123555	3.68025e-07	1.79088	0.441816	1.41683	0.0809359	-0.05	0.001
546168	0.146892	-4.39644e-06	1.99525	-0.617191	-1.34012	0.0068077	-0.05	0.001
546368	0.520625	3.4008e-06	-1.15136	-1.12321	0.78592	0.00192077	-0.05	0.001
546422	17.108	-3.17921e-06	1.9896	0.125881	-0.0301405	5.8452e-05	-0.05	0.001
546568	0.435601	3.32754e-06	-1.15277	1.06381	0.911824	0.00229568	-0.05	0.001
546767	0.128854	-5.07606e-06	1.98224	0.555185	-1.36966	0.00776071	-0.05	0.001
546967	0.0157868	6.29853e-06	2.16531	-0.407042	1.42805	0.0633441	-0.05	0.001
547167	0.175456	-5.96999e-06	-1.10934	-0.648824	-1.32	0.00569943	-0.05	0.001
547367	0.639415	8.22984e-06	2.02859	-1.14611	0.666558	0.00156393	-0.05	0.001
547382	8.76179	-3.53445e-06	-1.11351	0.351718	-0.0587448	0.000114132	-0.05	0.001
547567	0.385443	1.31233e-06	2.02716	0.987954	1.01676	0.00259442	-0.05	0.001
547767	0.125633	-6.22602e-06	-1.12194	0.472029	-1.40093	0.0079597	-0.05	0.001
547967	0.00999004	9.06234e-07	1.718	0.280992	1.45612	0.1001	-0.05	0.001
548167	0.0976037	-3.66915e-06	2.11222	-0.41247	-1.4229	0.0102455	-0.05	0.001
548367	0.306957	3.96461e-06	-1.04144	-0.868139	1.15023	0.00325779	-0.05	0.001
548564	2.74405	-4.93331e-06	2.09883	-0.751002	-0.176215	0.000364425	-0.05	0.001
548567	1.04879	1.81358e-06	-1.04313	1.09095	0.424577	0.000953477	-0.05	0.001
548767	0.226366	-7.0631e-06	2.09621	0.744414	-1.25705	0.00441762	-0.05	0.001
548966	0.0481317	5.16402e-07	-1.07884	0.414025	1.42618	0.0207763	-0.05	0.001
549166	0.0820843	-3.1703e-06	-0.984372	-0.457972	-1.41039	0.0121826	-0.05	0.001
549366	0.298601	6.25254e-06	2.14247	-0.88322	1.14157	0.00334895	-0.05	0.001
549564	2.6854	-5.87948e-08	-1.00049	-0.760043	-0.176507	0.000372384	-0.05	0.001
549567	1.05499	3.1421e-06	2.14072	1.09255	0.414265	0.000947873	-0.05	0.001
549766	0.219903	-4.03678e-06	-1.00319	0.767977	-1.24441	0.00454747	-0.05	0.001
549966	0.0314623	3.85122e-06	2.08578	0.46799	1.40991	0.031784	-0.05	0.001
550166	0.125382	-4.17379e-07	2.17947	-0.58681	-1.35689	0.00797565	-0.05	0.001
550366	0.44542	4.62305e-06	-0.968777	-1.08285	0.883815	0.00224507	-0.05	0.001
550496	18.6718	-8.39463e-06	2.17206	-0.0790553	-0.027359	5.35566e-05	-0.05	0.001
550566	0.49858	4.39966e-06	-0.970196	1.11954	0.805014	0.0020057	-0.05	0.001
550765	0.137173	-3.25961e-06	2.16583	0.624231	-1.33837	0.00729007	-0.05	0.001
550965	0.0279662	3.48194e-06	2.26186	-0.487263	1.40339	0.0357574	-0.05	0.001
551165	0.221372	-3.84881e-06	-0.938466	-0.783004	-1.23464	0.00451728	-0.05	0.001
551364	1.1019	5.32261e-06	2.20085	-1.08209	0.395129	0.000907521	-0.05	0.001
551368	2.50051	-1.73379e-06	-0.941117	0.787894	-0.187121	0.000399919	-0.05	0.001
551565	0.290659	8.79432e-07	2.19905	0.882312	1.14494	0.00344046	-0.05	0.001
551765	0.0735031	-1.60204e-06	-0.95947	0.475003	-1.40546	0.0136049	-0.05	0.001
551965	0.0664315	6.7423e-06	-0.883295	-0.465941	1.40901	0.0150531	-0.05	0.001
552165	0.275228	-7.67916e-07	2.2385	-0.854997	-1.17042	0.00363335	-0.05	0.001
552363	2.01692	4.003e-06	-0.904657	-0.871155	0.228595	0.000495806	-0.05	0.001
552366	1.29217	-3.6637e-07	2.23658	1.0335	-0.342937	0.000773893	-0.05	0.001
552564	0.237436	4.7365e-06	-0.907033	0.800765	1.219	0.00421166	-0.05	0.001
552764	0.041459	-7.51788e-06	2.19767	0.473319	-1.40789	0.0241202	-0.05	0.001
552964	0.112411	8.74525e-06	2.27706	-0.563192	1.36855	0.00889591	-0.05	0.001
553164	0.403386	-7.00531e-06	-0.872617	-1.04634	-0.947945	0.00247901	-0.05	0.001
553334	13.0264	5.29047e-06	2.26811	-0.227366	0.0387381	7.67671e-05	-0.05	0.001
553364	0.560655	-1.5884e-06	-0.874063	1.1472	-0.722865	0.00178363	-0.05	0.001
553564	0.14764	5.60767e-06	2.26277	0.666839	1.31599	0.00677323	-0.05	0.001
