t	R	z	phi	vR	vz	vphi	E	Lz
590338	0.281769	-2.18055e-06	-0.154792	0.174622	-1.43721	0.00354901	-0.05	0.001
590538	0.359182	1.93242e-06	2.9834	-0.593778	1.29639	0.0027841	-0.05	0.001
590736	1.79286	-1.78468e-07	-0.159304	-0.897332	-0.315092	0.00055777	-0.05	0.001
590739	1.59842	5.91256e-06	2.98196	0.936703	0.350327	0.00062562	-0.05	0.001
590937	0.350197	-3.63838e-06	-0.1608	0.571615	-1.30929	0.00285553	-0.05	0.001
591137	0.280064	8.85696e-06	2.97727	-0.18834	1.43592	0.00357062	-0.05	0.001
591337	0.559199	-6.21201e-06	-0.166613	-0.973924	-0.944229	0.00178827	-0.05	0.001
591433	19.7601	5.11497e-06	2.97441	0.0101274	0.0318468	5.06069e-05	-0.05	0.001
591537	0.552555	-3.47737e-06	-0.167756	0.966891	-0.954984	0.00180977	-0.05	0.001
591737	0.280148	2.90743e-06	2.97152	0.178828	1.43712	0.00356954	-0.05	0.001
591937	0.354665	-6.03879e-07	-0.173541	-0.584385	-1.30216	0.00281956	-0.05	0.001
592135	1.69897	3.27551e-06	2.96692	-0.916123	0.330918	0.000588592	-0.05	0.001
592138	1.68301	-3.19831e-06	-0.175007	0.919362	-0.333819	0.000594175	-0.05	0.001
592336	0.353926	4.09274e-06	2.96545	0.582561	1.30322	0.00282545	-0.05	0.001
592536	0.280005	-8.10716e-07	-0.179628	-0.179952	-1.43701	0.00357136	-0.05	0.001
592736	0.553009	3.81986e-06	2.95965	-0.967584	0.95404	0.00180829	-0.05	0.001
592839	19.7664	-5.06685e-06	-0.182516	-0.00846982	-0.0318321	5.0591e-05	-0.05	0.001
592936	0.558582	4.8958e-06	2.95851	0.973454	0.945047	0.00179025	-0.05	0.001
593136	0.279938	-3.80383e-06	-0.185381	0.1879	-1.43601	0.00357222	-0.05	0.001
593335	0.350191	2.49751e-06	2.95269	-0.571888	1.30917	0.00285558	-0.05	0.001
593534	1.59944	-1.52828e-06	-0.190068	-0.936504	-0.350079	0.000625218	-0.05	0.001
593537	1.79149	5.34514e-06	2.95119	0.89761	0.315283	0.000558194	-0.05	0.001
593735	0.35907	-1.64973e-06	-0.191506	0.593768	-1.29643	0.00278497	-0.05	0.001
593935	0.281622	5.84884e-06	2.94668	-0.174367	1.43728	0.00355085	-0.05	0.001
594135	0.552898	-8.76633e-07	-0.197211	-0.965197	-0.956514	0.00180865	-0.05	0.001
594239	19.753	7.06116e-06	2.94381	-0.011609	0.0319107	5.06251e-05	-0.05	0.001
594335	0.560527	-2.17238e-06	-0.198352	0.973272	-0.944183	0.00178404	-0.05	0.001
594535	0.28151	1.99808e-06	2.94097	0.185312	1.43594	0.00355227	-0.05	0.001
594734	0.353865	-7.8761e-06	-0.204089	-0.57911	-1.30478	0.00282594	-0.05	0.001
594933	1.66758	7.86702e-07	2.93636	-0.922352	0.337094	0.00059967	-0.05	0.001
594936	1.71632	-8.16528e-06	-0.205561	0.912468	-0.328251	0.000582642	-0.05	0.001
595134	0.356125	7.3362e-06	2.93491	0.584669	1.30154	0.002808	-0.05	0.001
595334	0.281933	-3.99375e-06	-0.21012	-0.181863	-1.43627	0.00354694	-0.05	0.001
595534	0.559044	1.57166e-06	2.9292	-0.971186	0.947129	0.00178877	-0.05	0.001
595631	19.7714	-2.59858e-06	-0.212964	0.00648359	-0.0318961	5.05781e-05	-0.05	0.001
595734	0.554792	5.91889e-06	2.92806	0.966667	0.954017	0.00180248	-0.05	0.001
595933	0.282	-1.22153e-06	-0.215824	0.17574	-1.43702	0.0035461	-0.05	0.001
596133	0.359037	4.82287e-06	2.92237	-0.592867	1.29686	0.00278523	-0.05	0.001
596332	1.78687	-4.36112e-08	-0.220336	-0.898484	-0.316136	0.000559638	-0.05	0.001
596334	1.60369	8.92056e-06	2.92093	0.935576	0.349342	0.000623562	-0.05	0.001
596533	0.350574	-4.99719e-06	-0.221829	0.571973	-1.30901	0.00285246	-0.05	0.001
596733	0.2804	1.2659e-06	2.91625	-0.18868	1.43579	0.00356633	-0.05	0.001
596932	0.560273	-4.76088e-07	-0.227627	-0.974541	-0.943011	0.00178485	-0.05	0.001
597027	19.7481	1.22591e-06	2.9134	0.0127347	0.0318784	5.06378e-05	-0.05	0.001
597133	0.551909	-2.53635e-06	-0.22877	0.965698	-0.956535	0.00181189	-0.05	0.001
597332	0.28051	5.32556e-06	2.91051	0.176709	1.43728	0.00356493	-0.05	0.001
597532	0.35621	-2.11972e-06	-0.234532	-0.588037	-1.3	0.00280733	-0.05	0.001
597731	1.73233	2.80596e-06	2.90594	-0.909399	0.32505	0.000577259	-0.05	0.001
597733	1.65117	-7.47735e-06	-0.235988	0.925864	-0.339777	0.00060563	-0.05	0.001
597932	0.352453	2.27844e-06	2.90446	0.578783	1.30539	0.00283726	-0.05	0.001
598132	0.279787	-5.45236e-06	-0.240637	-0.182419	-1.43676	0.00357415	-0.05	0.001
598331	0.554251	4.38976e-06	2.89864	-0.969197	0.951736	0.00180424	-0.05	0.001
598433	19.7771	-4.69703e-06	-0.243522	-0.00430364	-0.031808	5.05635e-05	-0.05	0.001
598532	0.557083	6.14077e-07	2.8975	0.972179	0.947166	0.00179506	-0.05	0.001
598731	0.279754	-9.61509e-07	-0.246395	0.186454	-1.43625	0.00357457	-0.05	0.001
598931	0.350557	5.01376e-06	2.89168	-0.573362	1.3084	0.0028526	-0.05	0.001
599130	1.60912	-1.45378e-06	-0.251078	-0.93452	-0.348061	0.000621459	-0.05	0.001
599133	1.77982	4.74931e-06	2.89018	0.899929	0.317124	0.000561854	-0.05	0.001
599331	0.358457	-7.21414e-06	-0.25252	0.592806	-1.29708	0.00278973	-0.05	0.001
599531	0.281259	1.06037e-06	2.88565	-0.174438	1.43737	0.00355544	-0.05	0.001
599730	0.552077	-2.98257e-06	-0.258242	-0.964834	-0.957317	0.00181134	-0.05	0.001
599836	19.7438	5.66925e-06	2.88278	-0.0134968	0.031912	5.06489e-05	-0.05	0.001
599931	0.56095	-3.36599e-06	-0.259383	0.974214	-0.942982	0.00178269	-0.05	0.001
600130	0.281134	2.57127e-06	2.87993	0.187149	1.4358	0.00355702	-0.05	0.001
600330	0.352428	-6.67972e-06	-0.265143	-0.575773	-1.30673	0.00283746	-0.05	0.001
600528	1.63836	3.73176e-06	2.8753	-0.92836	0.342612	0.000610367	-0.05	0.001
600531	1.74761	-5.35682e-06	-0.266624	0.906214	-0.322791	0.000572209	-0.05	0.001
600730	0.357485	5.48374e-06	2.87385	0.588241	1.29948	0.00279732	-0.05	0.001
600930	0.282084	-1.71452e-06	-0.271159	-0.179419	-1.43654	0.00354504	-0.05	0.001
601129	0.557638	1.21577e-06	2.86815	-0.969531	0.949578	0.00179328	-0.05	0.001
601228	19.7789	-6.32878e-06	-0.274007	0.00200988	-0.0318888	5.05589e-05	-0.05	0.001
601329	0.556326	7.21753e-06	2.86702	0.968127	0.951714	0.00179751	-0.05	0.001
601529	0.282106	-6.95902e-06	-0.27686	0.177518	-1.43677	0.00354477	-0.05	0.001
601729	0.358385	7.1107e-06	2.86133	-0.590786	1.29802	0.00279029	-0.05	0.001
601927	1.76961	-1.75385e-06	-0.28138	-0.901864	-0.319041	0.000565096	-0.05	0.001
601930	1.61868	4.91302e-07	2.85988	0.93244	0.346415	0.000617787	-0.05	0.001
602129	0.351413	-5.85158e-06	-0.282868	0.573559	-1.30804	0.00284566	-0.05	0.001
602328	0.28079	1.68491e-06	2.85523	-0.188194	1.43575	0.00356138	-0.05	0.001
602528	0.560864	-5.78072e-06	-0.288647	-0.974612	-0.942617	0.00178296	-0.05	0.001
602623	19.742	8.09327e-06	2.85238	0.0138473	0.0319024	5.06534e-05	-0.05	0.001
602728	0.551775	-2.17251e-06	-0.289788	0.964986	-0.957325	0.00181233	-0.05	0.001
602928	0.280915	4.11385e-06	2.8495	0.175162	1.43737	0.0035598	-0.05	0.001
603128	0.357566	-3.65292e-06	-0.295528	-0.591036	-1.29818	0.00279668	-0.05	0.001
603326	1.76136	2.23786e-07	2.84495	-0.903596	0.320141	0.000567742	-0.05	0.001
603329	1.625	-2.94632e-06	-0.296976	0.931244	-0.344867	0.000615383	-0.05	0.001
603527	0.351258	1.26984e-06	2.84346	0.575495	1.30724	0.00284691	-0.05	0.001
603727	0.279706	-5.00812e-06	-0.301646	-0.184757	-1.43648	0.00357519	-0.05	0.001
603927	0.555734	7.74458e-06	2.83764	-0.970863	0.949241	0.00179942	-0.05	0.001
604027	19.7808	-7.3285e-06	-0.304526	0.000341802	-0.0317999	5.05541e-05	-0.05	0.001
604127	0.555521	4.60412e-06	2.83649	0.970619	0.949604	0.00180011	-0.05	0.001
604327	0.27971	-8.45042e-06	-0.307406	0.184433	-1.43652	0.00357513	-0.05	0.001
604527	0.351408	3.16954e-08	2.83067	-0.575927	1.307	0.0028457	-0.05	0.001
604725	1.62831	-6.07756e-06	-0.312075	-0.930564	-0.344207	0.000614132	-0.05	0.001
604728	1.75759	7.0378e-06	2.82919	0.904346	0.320771	0.00056896	-0.05	0.001
604926	0.357391	-3.74648e-06	-0.313523	0.590653	-1.29842	0.00279805	-0.05	0.001
605126	0.280855	2.10911e-08	2.82463	-0.175344	1.43736	0.00356056	-0.05	0.001
605326	0.551753	-5.24986e-06	-0.319266	-0.965059	-0.957262	0.0018124	-0.05	0.001
605432	19.7424	6.1953e-06	2.82175	-0.0137876	0.0318997	5.06525e-05	-0.05	0.001
605526	0.560819	-1.907e-06	-0.320408	0.974633	-0.94262	0.00178311	-0.05	0.001
605726	0.280732	4.72016e-06	2.8189	0.188314	1.43575	0.00356211	-0.05	0.001
605926	0.351262	-2.044e-06	-0.32619	-0.57326	-1.30822	0.00284688	-0.05	0.001
606124	1.61592	4.01053e-06	2.81424	-0.933017	0.34695	0.000618843	-0.05	0.001
606127	1.77277	-7.43442e-06	-0.327678	0.901241	-0.318512	0.000564088	-0.05	0.001
606325	0.358515	6.72304e-06	2.8128	0.591149	1.29781	0.00278928	-0.05	0.001
606525	0.282098	-3.23607e-06	-0.332197	-0.177228	-1.43681	0.00354487	-0.05	0.001
606725	0.556085	7.00187e-06	2.80711	-0.967907	0.952067	0.00179829	-0.05	0.001
606826	19.7783	-3.28274e-06	-0.335051	-0.00268657	-0.0318894	5.05605e-05	-0.05	0.001
606925	0.557863	6.64256e-06	2.80597	0.96977	0.949213	0.00179255	-0.05	0.001
607125	0.282071	-3.50834e-06	-0.337898	0.179764	-1.4365	0.00354521	-0.05	0.001
607325	0.357299	7.38281e-06	2.80028	-0.587759	1.29976	0.00279878	-0.05	0.001
607523	1.74333	-4.20063e-06	-0.342437	-0.907067	-0.323524	0.000573614	-0.05	0.001
607526	1.64226	1.53947e-06	2.79883	0.927554	0.341869	0.000608919	-0.05	0.001
607724	0.352627	-1.93968e-06	-0.343916	0.576212	-1.30647	0.00283586	-0.05	0.001
607924	0.28119	3.362e-06	2.7942	-0.186921	1.43582	0.00355631	-0.05	0.001
608124	0.560914	-5.00314e-06	-0.349672	-0.974112	-0.943107	0.0017828	-0.05	0.001
608218	19.7447	3.06024e-06	2.79135	0.0133173	0.0319126	5.06465e-05	-0.05	0.001
608324	0.552171	-1.12828e-06	-0.350814	0.964849	-0.957252	0.00181103	-0.05	0.001
608524	0.281317	7.67373e-06	2.78848	0.174372	1.43736	0.00355471	-0.05	0.001
608723	0.358571	-3.91243e-06	-0.356533	-0.593027	-1.29694	0.00278884	-0.05	0.001
608922	1.7822	3.07175e-06	2.78395	-0.899459	0.316739	0.000561104	-0.05	0.001
608925	1.60712	-6.72657e-06	-0.357974	0.93493	-0.348475	0.000622232	-0.05	0.001
609123	0.350476	2.82203e-06	2.78246	0.573073	1.30856	0.00285326	-0.05	0.001
609323	0.279772	-4.77391e-06	-0.362658	-0.186705	-1.43621	0.00357435	-0.05	0.001
609523	0.557307	1.35992e-06	2.77663	-0.972386	0.946833	0.00179434	-0.05	0.001
609621	19.7759	-3.76791e-06	-0.36553	0.00494982	-0.0318106	5.05666e-05	-0.05	0.001
609723	0.554064	7.4479e-06	2.77549	0.968949	0.952089	0.00180485	-0.05	0.001
609922	0.279812	-3.21416e-06	-0.368416	0.18206	-1.4368	0.00357383	-0.05	0.001
610122	0.352652	1.24595e-06	2.76968	-0.579313	1.30509	0.00283566	-0.05	0.001
610321	1.65549	-3.31536e-06	-0.373061	-0.924981	-0.338949	0.000604051	-0.05	0.001
610324	1.72766	3.29255e-07	2.7682	0.910336	0.325858	0.000578819	-0.05	0.001
610522	0.355997	-5.49361e-06	-0.374518	0.587535	-1.3003	0.00280901	-0.05	0.001
610722	0.280452	5.60378e-06	2.76362	-0.17699	1.43726	0.00356567	-0.05	0.001
610922	0.551962	-7.62652e-06	-0.380284	-0.96585	-0.956354	0.00181172	-0.05	0.001
611027	19.7496	2.32405e-06	2.76073	-0.0124429	0.0318741	5.0634e-05	-0.05	0.001
611122	0.560147	-2.49364e-06	-0.381427	0.974482	-0.94314	0.00178525	-0.05	0.001
611321	0.280348	4.67546e-06	2.75788	0.18868	1.4358	0.003567	-0.05	0.001
611521	0.350487	-1.02765e-06	-0.387228	-0.571845	-1.30909	0.00285318	-0.05	0.001
611720	1.60227	1.78352e-06	2.7532	-0.935876	0.34961	0.000624113	-0.05	0.001
611723	1.78848	-4.0415e-06	-0.388721	0.898169	-0.315864	0.000559133	-0.05	0.001
611921	0.359093	8.87781e-07	2.75176	0.593074	1.29674	0.0027848	-0.05	0.001
612121	0.281973	-2.64689e-06	-0.393232	-0.175534	-1.43705	0.00354644	-0.05	0.001
612320	0.554566	7.91778e-06	2.74607	-0.966488	0.954319	0.00180321	-0.05	0.001
612423	19.7698	-2.36865e-06	-0.396094	-0.00708452	-0.0318976	5.05823e-05	-0.05	0.001
612521	0.559233	4.90049e-06	2.74493	0.971413	0.946793	0.00178816	-0.05	0.001
612720	0.281902	-9.54141e-07	-0.398937	0.182221	-1.43624	0.00354733	-0.05	0.001
612920	0.355905	1.27928e-06	2.73922	-0.584123	1.30186	0.00280974	-0.05	0.001
613119	1.71146	-5.2187e-06	-0.403501	-0.913448	-0.329107	0.000584296	-0.05	0.001
613121	1.67223	2.73493e-06	2.73776	0.921401	0.336233	0.000598002	-0.05	0.001
613320	0.354092	-4.56238e-06	-0.404971	0.579637	-1.30447	0.00282413	-0.05	0.001
613520	0.28156	3.392e-06	2.73316	-0.185002	1.43597	0.00355164	-0.05	0.001
613719	0.560413	-7.17496e-06	-0.410705	-0.973102	-0.94442	0.0017844	-0.05	0.001
613815	19.7548	7.98086e-06	2.73032	0.0112132	0.0319096	5.06206e-05	-0.05	0.001
613920	0.553057	-3.596e-06	-0.411845	0.965294	-0.956331	0.00180813	-0.05	0.001
614119	0.28167	1.36922e-06	2.72745	0.174425	1.43726	0.00355025	-0.05	0.001
614319	0.359116	-2.11481e-07	-0.417548	-0.593802	-1.2964	0.00278461	-0.05	0.001
614517	1.79217	8.54338e-06	2.72294	-0.897477	0.315177	0.000557984	-0.05	0.001
614520	1.5989	-5.98324e-06	-0.418986	0.936612	-0.350204	0.000625431	-0.05	0.001
614719	0.350183	3.01327e-06	2.72144	0.571773	1.30922	0.00285565	-0.05	0.001
614919	0.279974	-3.7867e-06	-0.423672	-0.188054	-1.43598	0.00357177	-0.05	0.001
615118	0.558772	5.00525e-06	2.71562	-0.973613	0.94478	0.00178964	-0.05	0.001
615215	19.7645	-2.24539e-06	-0.426537	0.00900499	-0.0318365	5.05958e-05	-0.05	0.001
615318	0.552865	3.7459e-06	2.71448	0.967361	0.954343	0.00180876	-0.05	0.001
615518	0.280047	-3.81601e-06	-0.429425	0.179599	-1.43705	0.00357082	-0.05	0.001
615718	0.35415	1.88738e-06	2.70869	-0.583126	1.30289	0.00282366	-0.05	0.001
615916	1.68787	-6.70114e-06	-0.434042	-0.918375	-0.332925	0.000592462	-0.05	0.001
615919	1.69404	1.84267e-07	2.70722	0.917123	0.331809	0.000590306	-0.05	0.001
616118	0.354437	-1.94236e-06	-0.435509	0.583825	-1.30248	0.00282138	-0.05	0.001
616318	0.280101	8.12722e-06	2.70261	-0.17917	1.43709	0.00357014	-0.05	0.001
616517	0.55268	-3.97373e-06	-0.441297	-0.9671	-0.954706	0.00180937	-0.05	0.001
616621	19.7621	4.0391e-06	2.69972	-0.00964324	0.0318422	5.0602e-05	-0.05	0.001
616717	0.559022	-2.57363e-06	-0.44244	0.973787	-0.944466	0.00178884	-0.05	0.001
616917	0.280023	1.91612e-06	2.69686	0.188221	1.43595	0.00357113	-0.05	0.001
617117	0.350181	-3.92629e-06	-0.448255	-0.571671	-1.30927	0.00285567	-0.05	0.001
617315	1.59848	1.05519e-06	2.69217	-0.936696	0.3503	0.000625596	-0.05	0.001
617318	1.79273	-2.9139e-06	-0.44975	0.89736	-0.315104	0.000557809	-0.05	0.001
617517	0.359162	3.29446e-06	2.69073	0.593804	1.29638	0.00278426	-0.05	0.001
617716	0.281725	-4.51332e-06	-0.454263	-0.174525	-1.43724	0.00354956	-0.05	0.001
617916	0.553253	4.73689e-06	2.68503	-0.965438	0.956082	0.00180749	-0.05	0.001
618020	19.7571	-4.07565e-06	-0.457133	-0.0106831	-0.0319081	5.06147e-05	-0.05	0.001
618116	0.560276	3.827e-07	2.68389	0.972869	0.944734	0.00178483	-0.05	0.001
618316	0.281621	-2.07988e-06	-0.459974	0.184601	-1.436	0.00355087	-0.05	0.001
618516	0.354367	4.26774e-06	2.67816	-0.580313	1.30408	0.00282193	-0.05	0.001
618714	1.6781	-3.94562e-06	-0.464568	-0.920206	-0.335146	0.000595912	-0.05	0.001
618717	1.70543	3.17541e-06	2.6767	0.914663	0.330188	0.000586363	-0.05	0.001
618915	0.355635	-5.26218e-06	-0.466028	0.583429	-1.30226	0.00281187	-0.05	0.001
619115	0.281858	5.38565e-06	2.67213	-0.182668	1.43619	0.00354789	-0.05	0.001
619315	0.559441	-4.97267e-06	-0.471742	-0.971702	-0.946385	0.0017875	-0.05	0.001
619412	19.7676	2.1747e-06	2.66928	0.00780944	0.0318995	5.05878e-05	-0.05	0.001
619515	0.554319	-3.14257e-06	-0.472882	0.96626	-0.954682	0.00180401	-0.05	0.001
619715	0.281938	5.46603e-06	2.66642	0.175294	1.43709	0.00354688	-0.05	0.001
619915	0.359141	-4.90297e-06	-0.478574	-0.593301	-1.29662	0.00278442	-0.05	0.001
620113	1.79012	4.21511e-06	2.66191	-0.897853	0.315582	0.000558622	-0.05	0.001
620116	1.60085	-4.29051e-06	-0.480013	0.936176	-0.349887	0.000624667	-0.05	0.001
620314	0.350398	6.0431e-06	2.66042	0.571717	1.30918	0.0028539	-0.05	0.001
620514	0.280283	-2.18525e-06	-0.484691	-0.188659	-1.43582	0.00356783	-0.05	0.001
620714	0.55997	5.84828e-07	2.65461	-0.974396	0.943324	0.00178581	-0.05	0.001
620809	19.7516	-3.96681e-06	-0.487547	0.0120346	-0.0318685	5.06288e-05	-0.05	0.001
620914	0.552071	7.05764e-06	2.65347	0.966039	0.956105	0.00181136	-0.05	0.001
621114	0.280385	-5.08226e-06	-0.490436	0.177349	-1.43724	0.00356652	-0.05	0.001
621314	0.355716	5.4969e-06	2.6477	-0.586898	1.30068	0.00281123	-0.05	0.001
621512	1.72169	-5.55745e-06	-0.495022	-0.911536	-0.326893	0.000580823	-0.05	0.001
621515	1.66109	2.7085e-06	2.64624	0.923834	0.337893	0.000602015	-0.05	0.001
621713	0.352911	-9.66193e-07	-0.496499	0.579985	-1.3047	0.00283358	-0.05	0.001
621913	0.279844	4.36545e-06	2.6416	-0.181614	1.43685	0.00357342	-0.05	0.001
622113	0.553812	-3.9355e-06	-0.502305	-0.968655	-0.952522	0.00180567	-0.05	0.001
622215	19.7742	2.41243e-06	2.63871	-0.00574077	0.0318144	5.0571e-05	-0.05	0.001
622313	0.557591	-3.42969e-06	-0.503449	0.972632	-0.946427	0.00179343	-0.05	0.001
622513	0.279799	1.23453e-06	2.63584	0.186998	1.43617	0.00357399	-0.05	0.001
622712	0.350382	-4.46902e-06	-0.509271	-0.572752	-1.30873	0.00285402	-0.05	0.001
622911	1.60485	4.43905e-06	2.63116	-0.935397	0.348936	0.000623109	-0.05	0.001
622914	1.78489	-3.97486e-06	-0.510765	0.898924	-0.316313	0.000560259	-0.05	0.001
623112	0.35871	3.63753e-06	2.62972	0.593259	1.29679	0.00278777	-0.05	0.001
623312	0.281385	-6.8205e-07	-0.51529	-0.174321	-1.43735	0.00355385	-0.05	0.001
623512	0.552292	4.92007e-06	2.624	-0.96489	0.957146	0.00181064	-0.05	0.001
623617	19.7461	-3.254e-06	-0.518167	-0.0130478	-0.0319129	5.0643e-05	-0.05	0.001
623712	0.56087	1.31036e-06	2.62286	0.973961	0.943287	0.00178295	-0.05	0.001
623912	0.281262	-3.9662e-06	-0.521009	0.186614	-1.43584	0.00355541	-0.05	0.001
624111	0.352876	3.46797e-06	2.61711	-0.576788	1.30613	0.00283386	-0.05	0.001
624310	1.64728	-3.25842e-06	-0.525632	-0.92652	-0.34091	0.000607062	-0.05	0.001
624313	1.73787	2.0892e-06	2.61563	0.908153	0.324471	0.000575415	-0.05	0.001
624511	0.357069	-2.35966e-06	-0.527084	0.58713	-1.30012	0.00280058	-0.05	0.001
624711	0.282049	3.96841e-06	2.61109	-0.180203	1.43645	0.00354548	-0.05	0.001
624911	0.558112	-9.46766e-06	-0.532783	-0.970082	-0.94876	0.00179175	-0.05	0.001
625009	19.7773	1.16364e-06	2.60824	0.00352048	0.0318904	5.05631e-05	-0.05	0.001
625111	0.555813	-3.65656e-06	-0.533923	0.967623	-0.9525	0.00179917	-0.05	0.001
625310	0.282086	5.66738e-06	2.60539	0.176876	1.43686	0.00354501	-0.05	0.001
625510	0.358653	-1.52557e-06	-0.539612	-0.591581	-1.29757	0.00278821	-0.05	0.001
625709	1.77637	2.88393e-06	2.60087	-0.900536	0.317902	0.000562946	-0.05	0.001
625712	1.61278	-6.86899e-06	-0.541053	0.93367	-0.347568	0.000620047	-0.05	0.001
625910	0.351091	2.15374e-06	2.59938	0.572915	1.30842	0.00284826	-0.05	0.001
626110	0.280659	-2.56165e-06	-0.545715	-0.188444	-1.43575	0.00356304	-0.05	0.001
626309	0.560729	3.94904e-06	2.59359	-0.974652	0.942649	0.00178339	-0.05	0.001
626404	19.7431	-5.37765e-06	-0.548564	0.0136619	-0.0318959	5.06507e-05	-0.05	0.001
626510	0.551762	4.44642e-06	2.59245	0.965157	0.957159	0.00181238	-0.05	0.001
626709	0.28078	-1.74523e-06	-0.551449	0.175592	-1.43735	0.0035615	-0.05	0.001
626909	0.357155	4.49339e-06	2.58671	-0.590154	1.29872	0.00279991	-0.05	0.001
627108	1.75261	-2.69029e-06	-0.556007	-0.905341	-0.3216	0.000570578	-0.05	0.001
627110	1.63274	3.22084e-06	2.58526	0.929652	0.343343	0.000612469	-0.05	0.001
627309	0.35161	-5.91012e-06	-0.557492	0.576487	-1.30668	0.00284406	-0.05	0.001
627509	0.279716	9.63929e-07	2.58059	-0.184024	1.43657	0.00357505	-0.05	0.001
627708	0.555236	-2.80686e-06	-0.563311	-0.970323	-0.950059	0.00180103	-0.05	0.001
627809	19.7805	1.81831e-06	2.57771	-0.00119561	0.0318004	5.05547e-05	-0.05	0.001
627909	0.556032	-7.46881e-06	-0.564455	0.971147	-0.94879	0.00179846	-0.05	0.001
628108	0.279707	1.88373e-06	2.57483	0.185145	1.43643	0.00357516	-0.05	0.001
628308	0.351081	-2.65622e-06	-0.570277	-0.574984	-1.30752	0.00284835	-0.05	0.001
628507	1.62107	4.84128e-06	2.57016	-0.932056	0.345646	0.000616876	-0.05	0.001
628509	1.76585	-2.69518e-06	-0.571766	0.902703	-0.3194	0.000566299	-0.05	0.001
628708	0.357783	5.01823e-06	2.56871	0.591477	1.29791	0.00279499	-0.05	0.001
628908	0.280988	-2.30196e-06	-0.576311	-0.174961	-1.43737	0.00355887	-0.05	0.001
629107	0.551802	3.15942e-06	2.56298	-0.96492	0.957377	0.00181224	-0.05	0.001
629213	19.7418	-5.05784e-06	-0.579194	-0.0138751	-0.0319053	5.06539e-05	-0.05	0.001
629308	0.560922	7.27488e-07	2.56183	0.974559	0.942641	0.00178278	-0.05	0.001
629507	0.280864	-2.73076e-06	-0.58204	0.188018	-1.43576	0.00356045	-0.05	0.001
629707	0.351604	3.37758e-06	2.55606	-0.57397	1.30779	0.00284411	-0.05	0.001
629905	1.62236	-2.53287e-06	-0.58669	-0.931676	-0.345698	0.000616387	-0.05	0.001
629908	1.76545	5.60438e-06	2.55457	0.902682	0.319748	0.000566426	-0.05	0.001
630107	0.358224	-7.06917e-06	-0.588134	0.590295	-1.2983	0.00279155	-0.05	0.001
630307	0.282109	6.71141e-07	2.55005	-0.177899	1.43672	0.00354473	-0.05	0.001
630506	0.556598	-3.99633e-06	-0.593825	-0.968422	-0.951267	0.00179663	-0.05	0.001
630607	19.7795	7.84827e-06	2.5472	-0.00116122	0.0318882	5.05575e-05	-0.05	0.001
630706	0.557366	-1.90932e-06	-0.594965	0.969227	-0.950034	0.00179415	-0.05	0.001
630906	0.282098	3.86778e-06	2.54435	0.178994	1.43659	0.00354487	-0.05	0.001
631106	0.357697	-2.81888e-06	-0.600659	-0.588831	-1.29914	0.00279567	-0.05	0.001
631304	1.75271	4.87101e-06	2.53982	-0.905205	0.321912	0.000570546	-0.05	0.001
631307	1.63373	-1.76386e-06	-0.602106	0.929316	-0.343502	0.000612096	-0.05	0.001
631506	0.352196	1.75407e-06	2.53833	0.575244	1.30704	0.00283933	-0.05	0.001
631705	0.28106	-8.24511e-06	-0.606743	-0.187418	-1.43578	0.00355795	-0.05	0.001
631905	0.56096	5.37285e-06	2.53257	-0.974336	0.942851	0.00178266	-0.05	0.001
632000	19.7428	-7.15221e-07	-0.609588	0.0136716	-0.0319109	5.06513e-05	-0.05	0.001
632105	0.551984	5.08505e-07	2.53143	0.964829	0.957372	0.00181165	-0.05	0.001
632305	0.281189	-7.60875e-06	-0.612468	0.174539	-1.43737	0.00355633	-0.05	0.001
632505	0.358291	1.70592e-06	2.5257	-0.592503	1.29727	0.00279103	-0.05	0.001
632703	1.77648	-5.54563e-06	-0.617002	-0.900593	-0.317659	0.00056291	-0.05	0.001
632706	1.61195	9.02627e-06	2.52426	0.933933	0.347489	0.000620367	-0.05	0.001
632904	0.350681	-3.38267e-06	-0.618494	0.57375	-1.30819	0.0028516	-0.05	0.001
633104	0.279734	3.42215e-06	2.51958	-0.186126	1.4363	0.00357482	-0.05	0.001
633304	0.556797	-1.99149e-06	-0.624317	-0.971914	-0.947592	0.00179599	-0.05	0.001
633403	19.7784	2.17682e-06	2.51671	0.00348193	0.0318051	5.05602e-05	-0.05	0.001
633504	0.554517	-5.42321e-06	-0.625461	0.969495	-0.95129	0.00180337	-0.05	0.001
633704	0.279762	4.02884e-06	2.51382	0.182858	1.43671	0.00357446	-0.05	0.001
633904	0.352209	-2.41036e-06	-0.631274	-0.57814	-1.30576	0.00283922	-0.05	0.001
634102	1.6459	1.26112e-06	2.50917	-0.926948	0.340784	0.000607572	-0.05	0.001
634105	1.73804	-1.62742e-06	-0.632755	0.908252	-0.324071	0.00057536	-0.05	0.001
634303	0.356479	6.04095e-06	2.50771	0.588638	1.29964	0.00280521	-0.05	0.001
634503	0.28058	-6.91912e-06	-0.637327	-0.176383	-1.43731	0.00356404	-0.05	0.001
634703	0.551839	4.28477e-06	2.50196	-0.965533	0.956739	0.00181212	-0.05	0.001
634808	19.7464	-1.98477e-06	-0.640214	-0.0130546	-0.0318836	5.06421e-05	-0.05	0.001
634903	0.560424	4.70571e-06	2.50081	0.974593	0.942875	0.00178436	-0.05	0.001
