t	R	z	phi	vR	vz	vphi	E	Lz
6594.67	0.553595	-9.69411e-06	-0.0728805	-0.968389	-0.95291	0.00180637	-0.05	0.001
6697.36	19.7725	2.30284e-06	3.06814	-0.00644263	0.0318183	5.05754e-05	-0.05	0.001
6794.9	0.55784	-2.75518e-06	-0.0740239	0.97285	-0.946069	0.00179263	-0.05	0.001
6994.53	0.279828	3.2462e-06	3.06527	0.187247	1.43613	0.00357362	-0.05	0.001
7194.4	0.350314	-3.49113e-06	-0.0798458	-0.572489	-1.30887	0.00285458	-0.05	0.001
7392.88	1.60311	3.3978e-06	3.06058	-0.935756	0.3493	0.000623789	-0.05	0.001
7395.81	1.78699	-2.35591e-06	-0.0813403	0.898506	-0.31598	0.000559599	-0.05	0.001
7594.08	0.358819	2.68018e-06	3.05914	0.593438	1.29667	0.00278692	-0.05	0.001
7793.95	0.281445	-6.88958e-06	-0.0858623	-0.174298	-1.43734	0.00355309	-0.05	0.001
7993.58	0.552421	4.44812e-06	3.05343	-0.964942	0.957025	0.00181021	-0.05	0.001
8098.79	19.7475	-1.90043e-06	-0.0887382	-0.0127571	-0.0319128	5.06392e-05	-0.05	0.001
8193.81	0.560812	5.42418e-06	3.05229	0.973809	0.943475	0.00178313	-0.05	0.001
8393.43	0.281326	-8.77525e-06	-0.0915805	0.186317	-1.43586	0.0035546	-0.05	0.001
8593.31	0.353113	6.5401e-07	3.04654	-0.577331	1.30581	0.00283196	-0.05	0.001
8791.73	1.65204	-1.7043e-06	-0.0961987	-0.925539	-0.340008	0.000605311	-0.05	0.001
8794.65	1.73275	5.03066e-06	3.04506	0.909175	0.325362	0.000577116	-0.05	0.001
8992.98	0.356848	-5.95158e-06	-0.0976512	0.586544	-1.30046	0.00280231	-0.05	0.001
9192.85	0.282026	3.29441e-06	3.04052	-0.180607	1.43641	0.00354577	-0.05	0.001
9392.47	0.558356	-2.13867e-06	-0.103352	-0.970353	-0.948351	0.00179097	-0.05	0.001
9490.88	19.7761	1.01596e-06	3.03767	0.00426951	0.0318916	5.05661e-05	-0.05	0.001
9592.71	0.555558	-3.74363e-06	-0.104492	0.967377	-0.952887	0.00179999	-0.05	0.001
9792.33	0.282071	8.70997e-06	3.03482	0.176571	1.4369	0.0035452	-0.05	0.001
9992.2	0.358765	-6.76315e-06	-0.110182	-0.591944	-1.29737	0.00278734	-0.05	0.001
10190.5	1.77939	3.56703e-06	3.0303	-0.899945	0.317394	0.000561992	-0.05	0.001
10193.4	1.61014	-1.93357e-06	-0.111622	0.934223	-0.348081	0.000621064	-0.05	0.001
10391.9	0.350945	3.48825e-08	3.02881	0.572635	1.30859	0.00284945	-0.05	0.001
10591.8	0.280594	-3.73191e-06	-0.116287	-0.188537	-1.43576	0.00356387	-0.05	0.001
10791.4	0.560642	3.68551e-07	3.02302	-0.974647	0.942701	0.00178367	-0.05	0.001
10886.1	19.744	-1.86549e-06	-0.119138	0.0135016	-0.0318921	5.06484e-05	-0.05	0.001
10991.6	0.551778	6.67245e-06	3.02188	0.965266	0.957041	0.00181232	-0.05	0.001
11191.2	0.280713	-4.63113e-06	-0.122023	0.175837	-1.43734	0.00356235	-0.05	0.001
11391.1	0.356934	4.54967e-06	3.01613	-0.589669	1.29902	0.00280164	-0.05	0.001
11589.4	1.74789	-3.45486e-06	-0.126586	-0.906284	-0.322395	0.000572119	-0.05	0.001
11592.3	1.63697	4.56861e-06	3.01468	0.928781	0.342517	0.000610886	-0.05	0.001
11790.8	0.351801	-2.90978e-06	-0.12807	0.577023	-1.30638	0.00284251	-0.05	0.001
11990.7	0.279728	1.75549e-06	3.01002	-0.183641	1.43662	0.00357491	-0.05	0.001
12190.3	0.554983	-7.12863e-06	-0.133887	-0.97005	-0.950474	0.00180186	-0.05	0.001
12291.2	19.78	2.37904e-06	3.00713	-0.00196927	0.0318015	5.0556e-05	-0.05	0.001
12390.5	0.556285	-9.72549e-07	-0.135031	0.971411	-0.948383	0.00179764	-0.05	0.001
12590.1	0.279713	6.53165e-06	3.00426	0.185485	1.43638	0.00357509	-0.05	0.001
12790	0.350933	-3.18183e-06	-0.140853	-0.574544	-1.30776	0.00284955	-0.05	0.001
12988.5	1.61776	3.26781e-06	2.99958	-0.932738	0.34631	0.000618139	-0.05	0.001
12991.4	1.76968	-2.30882e-06	-0.142343	0.901942	-0.31877	0.000565073	-0.05	0.001
13189.7	0.357965	4.91363e-06	2.99813	0.59185	1.29768	0.00279357	-0.05	0.001
13389.6	0.281056	-2.49136e-06	-0.146884	-0.174798	-1.43738	0.00355801	-0.05	0.001
13589.2	0.55185	5.69109e-07	2.9924	-0.964873	0.957399	0.00181209	-0.05	0.001
13694.9	19.7419	-6.50654e-06	-0.149766	-0.013852	-0.0319076	5.06537e-05	-0.05	0.001
13789.4	0.560952	7.30873e-07	2.99126	0.974498	0.942687	0.00178268	-0.05	0.001
13989	0.28093	-5.00716e-06	-0.152612	0.187836	-1.43576	0.0035596	-0.05	0.001
14188.9	0.351793	2.50894e-06	2.98549	-0.574371	1.30755	0.00284258	-0.05	0.001
14387.4	1.62595	-5.69758e-06	-0.157258	-0.930931	-0.345001	0.000615026	-0.05	0.001
14390.3	1.76139	6.47218e-07	2.984	0.903486	0.320435	0.000567734	-0.05	0.001
14588.6	0.358057	-9.75114e-07	-0.158703	0.589827	-1.29857	0.00279285	-0.05	0.001
14788.5	0.282108	4.26056e-06	2.97948	-0.178258	1.43668	0.00354474	-0.05	0.001
14988.1	0.556856	-3.03416e-06	-0.164395	-0.96869	-0.950856	0.0017958	-0.05	0.001
15088.4	19.7797	7.8123e-06	2.97663	-0.000383086	0.031888	5.05569e-05	-0.05	0.001
15188.3	0.557116	-4.78141e-06	-0.165534	0.968952	-0.95045	0.00179496	-0.05	0.001
15388	0.282105	1.36806e-06	2.97378	0.178618	1.43663	0.00354478	-0.05	0.001
15587.8	0.357881	-7.15098e-06	-0.171227	-0.589346	-1.29885	0.00279423	-0.05	0.001
15786.1	1.75719	1.71358e-06	2.96925	-0.904316	0.321148	0.000569091	-0.05	0.001
15789	1.62972	-6.26053e-06	-0.172673	0.930145	-0.344277	0.000613602	-0.05	0.001
15987.5	0.351989	1.90512e-06	2.96777	0.57479	1.30731	0.002841	-0.05	0.001
16187.4	0.280994	-6.98862e-06	-0.177315	-0.18764	-1.43577	0.00355879	-0.05	0.001
16387	0.560962	3.7547e-06	2.962	-0.974426	0.942757	0.00178265	-0.05	0.001
16481.6	19.7423	-2.92889e-07	-0.18016	0.0137845	-0.0319094	5.06528e-05	-0.05	0.001
16587.2	0.551914	4.46e-06	2.96086	0.96484	0.957398	0.00181188	-0.05	0.001
16786.9	0.281122	-1.85419e-06	-0.183041	0.174659	-1.43738	0.00355717	-0.05	0.001
16986.7	0.358129	4.93402e-06	2.95513	-0.592191	1.29747	0.00279229	-0.05	0.001
17185	1.77318	-1.86413e-06	-0.187578	-0.901248	-0.318197	0.000563958	-0.05	0.001
17187.9	1.61477	7.88711e-06	2.95368	0.933352	0.346917	0.000619283	-0.05	0.001
17386.4	0.350802	-7.22854e-07	-0.189069	0.574137	-1.30798	0.00285061	-0.05	0.001
17586.3	0.279721	2.34319e-06	2.94901	-0.18581	1.43634	0.00357499	-0.05	0.001
17785.9	0.556537	-2.07432e-06	-0.194893	-0.971664	-0.947988	0.00179683	-0.05	0.001
17884.9	19.7793	3.71022e-06	2.94613	0.00272233	0.0318031	5.05578e-05	-0.05	0.001
17986.1	0.554752	-1.64937e-06	-0.196036	0.969774	-0.950879	0.00180261	-0.05	0.001
18185.8	0.279743	3.35385e-06	2.94325	0.183255	1.43666	0.00357471	-0.05	0.001
18385.6	0.351997	-4.38238e-06	-0.201852	-0.577569	-1.30608	0.00284094	-0.05	0.001
18584.1	1.64127	7.41748e-06	2.93859	-0.927898	0.341674	0.000609283	-0.05	0.001
18587	1.7431	-2.47079e-06	-0.203334	0.90724	-0.323209	0.000573691	-0.05	0.001
18785.3	0.356716	9.73968e-06	2.93714	0.589166	1.29932	0.00280335	-0.05	0.001
18985.2	0.280647	-3.47873e-06	-0.207901	-0.176099	-1.43732	0.0035632	-0.05	0.001
19184.8	0.551794	5.63035e-06	2.93138	-0.965395	0.956902	0.00181227	-0.05	0.001
19290.2	19.7451	-4.7909e-06	-0.210788	-0.0133018	-0.031888	5.06455e-05	-0.05	0.001
19385	0.560543	4.1087e-06	2.93024	0.974627	0.942776	0.00178398	-0.05	0.001
19584.7	0.280532	-6.06022e-06	-0.213639	0.188603	-1.43577	0.00356465	-0.05	0.001
19784.5	0.350813	5.50487e-07	2.92445	-0.572391	1.30874	0.00285052	-0.05	0.001
19983	1.60779	-4.56571e-06	-0.218307	-0.934716	-0.348536	0.000621971	-0.05	0.001
19985.9	1.78209	2.59735e-06	2.92296	0.899415	0.316942	0.000561139	-0.05	0.001
20184.2	0.358871	-5.60712e-06	-0.219747	0.592266	-1.29719	0.00278652	-0.05	0.001
20384.1	0.282051	1.39373e-06	2.91844	-0.176291	1.43694	0.00354545	-0.05	0.001
20583.7	0.555296	-9.52218e-06	-0.225436	-0.967149	-0.953258	0.00180084	-0.05	0.001
20685.8	19.7748	3.49694e-06	2.91558	-0.00499237	0.0318929	5.05695e-05	-0.05	0.001
20784	0.558592	-7.25612e-06	-0.226576	0.970617	-0.947955	0.00179021	-0.05	0.001
20983.6	0.282001	5.43649e-06	2.91274	0.181003	1.43636	0.00354608	-0.05	0.001
21183.4	0.356621	-1.10676e-07	-0.23228	-0.585959	-1.3008	0.0028041	-0.05	0.001
21381.8	1.72758	5.42085e-06	2.90819	-0.910213	0.326262	0.000578846	-0.05	0.001
21384.7	1.65688	-5.64844e-06	-0.233734	0.924543	-0.3391	0.000603543	-0.05	0.001
21583.1	0.353349	7.19988e-08	2.90671	0.577881	1.30549	0.00283006	-0.05	0.001
21783	0.281385	-9.5108e-07	-0.238347	-0.186013	-1.43588	0.00355385	-0.05	0.001
21982.6	0.56073	5.30876e-07	2.90097	-0.973653	0.94368	0.00178339	-0.05	0.001
22077.8	19.7492	-5.17391e-06	-0.241189	0.0124312	-0.0319124	5.06351e-05	-0.05	0.001
22182.8	0.552574	9.42918e-06	2.89983	0.965001	0.956885	0.00180971	-0.05	0.001
22382.5	0.281505	-5.72094e-06	-0.244064	0.174293	-1.43732	0.00355233	-0.05	0.001
22582.3	0.35891	3.81782e-06	2.89412	-0.593581	1.29657	0.00278621	-0.05	0.001
22780.6	1.78874	-5.21768e-06	-0.248584	-0.898162	-0.315703	0.000559054	-0.05	0.001
22783.5	1.60168	6.70424e-06	2.89268	0.936047	0.349605	0.000624344	-0.05	0.001
22982	0.350264	-2.79681e-06	-0.250079	0.572261	-1.30898	0.00285499	-0.05	0.001
23181.9	0.279859	4.82194e-06	2.88799	-0.187477	1.43609	0.00357323	-0.05	0.001
23381.5	0.558075	-3.95482e-06	-0.255899	-0.973057	-0.945729	0.00179187	-0.05	0.001
23478.8	19.7706	9.17482e-07	2.88512	0.007112	0.0318224	5.05801e-05	-0.05	0.001
23581.8	0.553412	-4.84714e-06	-0.257043	0.96812	-0.953281	0.00180697	-0.05	0.001
23781.4	0.279917	4.52035e-06	2.88224	0.180801	1.43693	0.00357249	-0.05	0.001
23981.3	0.353393	-1.58209e-06	-0.262844	-0.581227	-1.30399	0.00282971	-0.05	0.001
24179.7	1.67152	5.30908e-06	2.87761	-0.921704	0.335935	0.000598259	-0.05	0.001
24182.6	1.71076	-2.12534e-06	-0.264317	0.913739	-0.328819	0.000584537	-0.05	0.001
24380.9	0.355212	4.79255e-06	2.87614	0.585695	1.30139	0.00281522	-0.05	0.001
24580.8	0.280265	-7.02061e-07	-0.268914	-0.178046	-1.43718	0.00356805	-0.05	0.001
24780.4	0.552268	6.13253e-06	2.87037	-0.966437	0.955597	0.00181071	-0.05	0.001
24885	19.7556	-3.7075e-06	-0.271802	-0.0111825	-0.031858	5.06186e-05	-0.05	0.001
24980.7	0.55963	8.56066e-06	2.86922	0.974189	0.943722	0.0017869	-0.05	0.001
25180.3	0.280173	-2.21934e-06	-0.274661	0.188548	-1.43587	0.00356923	-0.05	0.001
25380.2	0.350269	1.8141e-06	2.86341	-0.571598	1.30927	0.00285494	-0.05	0.001
25578.6	1.59907	-4.36292e-06	-0.279343	-0.936559	-0.350217	0.000625364	-0.05	0.001
25581.6	1.79216	6.14109e-06	2.86192	0.89746	0.315233	0.000557987	-0.05	0.001
25779.8	0.359195	-4.18486e-06	-0.280781	0.593602	-1.29647	0.00278401	-0.05	0.001
25979.7	0.281861	1.67333e-06	2.85741	-0.174926	1.43715	0.00354784	-0.05	0.001
26179.3	0.553868	-1.60263e-06	-0.286476	-0.965896	-0.955291	0.00180548	-0.05	0.001
26283.1	19.7635	2.43168e-06	2.85454	-0.00904346	0.0319031	5.05983e-05	-0.05	0.001
26379.6	0.559811	-8.51924e-07	-0.287616	0.97219	-0.945684	0.00178632	-0.05	0.001
26579.2	0.281772	5.92194e-06	2.8517	0.183458	1.43611	0.00354897	-0.05	0.001
26779.1	0.355127	-6.2646e-06	-0.293336	-0.58218	-1.30299	0.00281589	-0.05	0.001
26977.4	1.69442	4.92072e-06	2.84712	-0.91689	0.332166	0.000590172	-0.05	0.001
26980.4	1.68895	-4.50239e-06	-0.2948	0.917998	-0.333164	0.000592084	-0.05	0.001
27178.7	0.354878	3.88121e-06	2.84566	0.581548	1.30336	0.00281787	-0.05	0.001
27378.6	0.281723	-1.63281e-06	-0.299383	-0.18385	-1.43607	0.00354959	-0.05	0.001
27578.2	0.559975	2.32282e-06	2.83993	-0.972427	0.945351	0.00178579	-0.05	0.001
27674.5	19.7614	-5.2463e-06	-0.302225	0.00962154	-0.0319049	5.06038e-05	-0.05	0.001
27778.5	0.553662	5.37469e-06	2.83879	0.965726	0.955573	0.00180616	-0.05	0.001
27978.1	0.281819	-4.39187e-06	-0.305092	0.174769	-1.43718	0.00354837	-0.05	0.001
28178	0.359194	5.26472e-06	2.8331	-0.593707	1.29642	0.00278401	-0.05	0.001
28376.2	1.79266	-1.40273e-08	-0.309603	-0.897366	-0.315137	0.00055783	-0.05	0.001
28379.2	1.59862	5.06417e-06	2.83166	0.936655	0.3503	0.00062554	-0.05	0.001
28577.6	0.350229	-2.63109e-06	-0.311098	0.571586	-1.30929	0.00285528	-0.05	0.001
28777.5	0.28012	2.45283e-06	2.82698	-0.188461	1.43589	0.0035699	-0.05	0.001
28977.1	0.559423	-5.61439e-06	-0.316909	-0.974074	-0.943952	0.00178755	-0.05	0.001
29073	19.7577	4.61033e-06	2.82412	0.0107	0.0318527	5.06131e-05	-0.05	0.001
29177.4	0.5524	-5.63929e-07	-0.318052	0.966646	-0.955315	0.00181028	-0.05	0.001
29377	0.280209	4.54045e-06	2.82123	0.17841	1.43715	0.00356877	-0.05	0.001
29576.9	0.35495	-4.57148e-06	-0.323833	-0.58508	-1.30175	0.0028173	-0.05	0.001
29775.2	1.70517	2.05874e-07	2.81663	-0.914867	0.32981	0.00058645	-0.05	0.001
29778.2	1.67695	-5.02355e-06	-0.325297	0.920596	-0.334935	0.000596322	-0.05	0.001
29976.5	0.353645	2.41561e-06	2.81515	0.581858	1.30363	0.0028277	-0.05	0.001
30176.4	0.279956	-5.51955e-06	-0.329924	-0.180398	-1.43697	0.00357199	-0.05	0.001
30376.1	0.553206	8.36254e-06	2.80936	-0.967867	0.953647	0.00180764	-0.05	0.001
30479.3	19.7687	-5.92907e-06	-0.332811	-0.00777001	-0.0318269	5.05851e-05	-0.05	0.001
30576.3	0.558324	4.77507e-06	2.80821	0.973249	0.945397	0.00179108	-0.05	0.001
30775.9	0.279895	-3.87416e-06	-0.335678	0.187687	-1.43605	0.00357277	-0.05	0.001
30975.8	0.350221	1.13979e-06	2.80239	-0.572066	1.30908	0.00285534	-0.05	0.001
31174.3	1.60045	-3.44257e-06	-0.340365	-0.9363	-0.34986	0.000624824	-0.05	0.001
31177.2	1.79022	2.10875e-07	2.8009	0.897865	0.315474	0.000558589	-0.05	0.001
31375.5	0.358996	-5.4304e-06	-0.341804	0.593687	-1.29649	0.00278554	-0.05	0.001
31575.3	0.281561	7.23926e-06	2.79638	-0.174317	1.4373	0.00355163	-0.05	0.001
31775	0.552709	-7.39844e-06	-0.347511	-0.965092	-0.956721	0.00180927	-0.05	0.001
31879.9	19.7509	4.93034e-06	2.79351	-0.0120626	0.0319117	5.06305e-05	-0.05	0.001
31975.2	0.560643	-2.71185e-06	-0.348652	0.973478	-0.943908	0.00178367	-0.05	0.001
32174.8	0.281446	3.08745e-06	2.79066	0.185687	1.43591	0.00355308	-0.05	0.001
32374.7	0.353592	-3.34249e-06	-0.354393	-0.578457	-1.30516	0.00282812	-0.05	0.001
32573.1	1.66188	2.06202e-06	2.78606	-0.923519	0.338157	0.000601727	-0.05	0.001
32576	1.72229	-7.2795e-06	-0.355866	0.911269	-0.327196	0.000580621	-0.05	0.001
32774.4	0.356387	2.30481e-07	2.7846	0.585353	1.30115	0.00280594	-0.05	0.001
32974.2	0.281971	-1.48378e-06	-0.360421	-0.181412	-1.43632	0.00354647	-0.05	0.001
33173.9	0.558805	2.55849e-06	2.7789	-0.970892	0.947559	0.00178953	-0.05	0.001
33271.7	19.7733	-1.87662e-06	-0.363265	0.00570959	-0.0318943	5.05734e-05	-0.05	0.001
33374.1	0.55506	2.72316e-06	2.77775	0.966913	0.953624	0.00180161	-0.05	0.001
33573.7	0.28203	-4.35317e-06	-0.366124	0.176019	-1.43698	0.00354573	-0.05	0.001
33773.6	0.358953	8.55344e-06	2.77207	-0.592571	1.29702	0.00278588	-0.05	0.001
33971.9	1.7845	-7.46011e-06	-0.370637	-0.898946	-0.316532	0.000560381	-0.05	0.001
33974.8	1.60571	3.76689e-06	2.77063	0.935152	0.348947	0.000622779	-0.05	0.001
34173.3	0.350693	-3.03172e-06	-0.372129	0.572174	-1.30888	0.0028515	-0.05	0.001
34373.1	0.280468	8.23443e-06	2.76595	-0.188655	1.43578	0.00356547	-0.05	0.001
34572.8	0.560419	-1.32593e-06	-0.377924	-0.974596	-0.942875	0.00178438	-0.05	0.001
34667.7	19.7464	7.38282e-06	2.7631	0.0130551	0.0318836	5.06421e-05	-0.05	0.001
34773	0.551847	-3.89573e-06	-0.379067	0.965528	-0.95674	0.0018121	-0.05	0.001
34972.6	0.280581	3.87348e-07	2.76022	0.176379	1.43731	0.00356403	-0.05	0.001
35172.5	0.356478	-3.972e-08	-0.384825	-0.588643	-1.29963	0.00280522	-0.05	0.001
35370.8	1.73804	7.1892e-06	2.75564	-0.908254	0.324067	0.00057536	-0.05	0.001
35373.7	1.64589	-4.33505e-06	-0.386279	0.926948	-0.340789	0.000607574	-0.05	0.001
35572.2	0.352211	5.12572e-06	2.75416	0.578135	1.30576	0.0028392	-0.05	0.001
35772	0.279762	-1.87155e-06	-0.390933	-0.182861	-1.43671	0.00357447	-0.05	0.001
35971.7	0.554511	1.74549e-06	2.74835	-0.969501	0.951288	0.00180339	-0.05	0.001
36073.2	19.7784	-2.68951e-06	-0.393817	-0.00347887	-0.0318051	5.05602e-05	-0.05	0.001
36171.9	0.556804	6.19694e-06	2.74721	0.971908	0.947594	0.00179596	-0.05	0.001
36371.5	0.279735	-2.44053e-06	-0.396692	0.186123	-1.4363	0.00357481	-0.05	0.001
36571.4	0.350678	4.92639e-06	2.74138	-0.573754	1.30819	0.00285162	-0.05	0.001
36769.9	1.61193	-3.47154e-06	-0.401372	-0.93394	-0.347487	0.000620375	-0.05	0.001
36772.8	1.77649	2.72065e-06	2.73989	0.90059	0.317661	0.000562908	-0.05	0.001
36971.1	0.358294	-5.86762e-06	-0.402815	0.592499	-1.29727	0.00279101	-0.05	0.001
37170.9	0.281188	1.10284e-06	2.73536	-0.174542	1.43737	0.00355635	-0.05	0.001
37370.6	0.551983	-5.67291e-08	-0.408541	-0.964829	-0.957372	0.00181165	-0.05	0.001
37476.2	19.7428	3.18023e-06	2.73248	-0.0136725	0.0319108	5.06513e-05	-0.05	0.001
37570.8	0.560967	-1.3527e-06	-0.409682	0.974333	-0.942851	0.00178264	-0.05	0.001
37770.4	0.281062	3.24203e-06	2.72963	0.187416	1.43578	0.00355794	-0.05	0.001
37970.3	0.352191	-5.96793e-06	-0.415446	-0.575245	-1.30704	0.00283937	-0.05	0.001
38168.8	1.63369	6.61541e-06	2.72499	-0.929326	0.343506	0.000612112	-0.05	0.001
38171.7	1.75276	-6.33316e-06	-0.416928	0.905192	-0.321909	0.000570529	-0.05	0.001
38370	0.357702	6.60798e-06	2.72355	0.58883	1.29914	0.00279562	-0.05	0.001
38569.9	0.282097	-2.94435e-06	-0.42146	-0.178994	-1.43659	0.00354488	-0.05	0.001
38769.5	0.557362	1.59791e-06	2.71785	-0.969228	0.950036	0.00179417	-0.05	0.001
38869.1	19.7795	-3.50138e-06	-0.424309	0.00115677	-0.0318882	5.05575e-05	-0.05	0.001
38969.7	0.55661	6.39804e-06	2.71671	0.968418	0.951265	0.00179659	-0.05	0.001
39169.3	0.28211	-4.4981e-06	-0.427161	0.1779	-1.43672	0.00354472	-0.05	0.001
39369.2	0.358218	5.41105e-06	2.71102	-0.590297	1.2983	0.0027916	-0.05	0.001
39567.5	1.7654	-5.61489e-06	-0.431684	-0.902694	-0.319751	0.000566442	-0.05	0.001
39570.4	1.62239	3.41794e-06	2.70958	0.931668	0.345695	0.000616374	-0.05	0.001
39768.9	0.351609	-5.30085e-06	-0.43317	0.573969	-1.30779	0.00284407	-0.05	0.001
39968.8	0.280863	2.95344e-06	2.70493	-0.188019	1.43576	0.00356045	-0.05	0.001
40168.4	0.560916	-4.58822e-06	-0.438945	-0.974562	-0.942641	0.0017828	-0.05	0.001
40262.9	19.7418	1.23785e-06	2.70208	0.0138746	0.0319053	5.06539e-05	-0.05	0.001
40368.6	0.551815	-9.13595e-06	-0.440087	0.964913	-0.957377	0.0018122	-0.05	0.001
40568.2	0.280989	4.11876e-06	2.6992	0.174958	1.43737	0.00355885	-0.05	0.001
40768.1	0.357779	-4.97743e-06	-0.445822	-0.591482	-1.29791	0.00279502	-0.05	0.001
40966.4	1.76585	5.21771e-06	2.69465	-0.902705	0.319397	0.0005663	-0.05	0.001
40969.3	1.62108	-4.50464e-06	-0.447268	0.932052	-0.345649	0.000616872	-0.05	0.001
41167.8	0.351083	3.8685e-06	2.69317	0.57498	1.30752	0.00284833	-0.05	0.001
41367.7	0.279707	-7.01215e-07	-0.451942	-0.185147	-1.43643	0.00357517	-0.05	0.001
41567.3	0.556022	4.10088e-06	2.68734	-0.971154	0.948788	0.00179849	-0.05	0.001
41666.9	19.7805	-6.34243e-06	-0.454821	0.0011985	-0.0318004	5.05547e-05	-0.05	0.001
41767.5	0.555244	5.56806e-06	2.6862	0.970317	0.950061	0.00180101	-0.05	0.001
41967.1	0.279717	-2.18535e-06	-0.457702	0.184022	-1.43657	0.00357504	-0.05	0.001
42167	0.351606	4.24972e-06	2.68038	-0.576493	1.30668	0.00284409	-0.05	0.001
42365.5	1.63274	-1.50176e-06	-0.462367	-0.929651	-0.343339	0.000612467	-0.05	0.001
42368.4	1.75261	6.27411e-06	2.6789	0.905339	0.321604	0.000570576	-0.05	0.001
42566.7	0.357156	-1.89971e-07	-0.463817	0.59015	-1.29872	0.0027999	-0.05	0.001
42766.6	0.28078	2.87054e-06	2.67434	-0.175594	1.43735	0.00356151	-0.05	0.001
